YEAR,MMWR-YEAR,MMWR-WEEK,CUMULATIVE RATE,WEEKLY RATE 
2019-20,2020.0,1.0,12.5,3.4
2019-20,2020.0,1.0,20.5,6.3
2019-20,2020.0,1.0,19.3,5.8
2019-20,2020.0,2.0,24.4,5.1
2019-20,2020.0,2.0,16.7,4.2
2019-20,2020.0,2.0,25.8,5.3
2019-20,2020.0,3.0,30.7,4.9
2019-20,2020.0,3.0,20.0,3.3
2019-20,2020.0,3.0,29.0,4.6
2019-20,2020.0,4.0,35.8,5.2
2019-20,2020.0,4.0,24.2,4.2
2019-20,2020.0,4.0,34.0,5.0
2019-20,2020.0,5.0,39.9,5.9
2019-20,2020.0,5.0,42.0,6.1
2019-20,2020.0,5.0,28.4,4.3
2019-20,2020.0,6.0,35.0,6.6
2019-20,2020.0,6.0,46.5,6.6
2019-20,2020.0,6.0,48.6,6.6
2019-20,2020.0,7.0,41.6,6.6
2019-20,2020.0,7.0,54.1,5.5
2019-20,2020.0,7.0,52.2,5.7
2019-20,2020.0,8.0,59.7,5.6
2019-20,2020.0,8.0,57.8,5.6
2019-20,2020.0,8.0,47.5,6.0
2019-20,2020.0,9.0,63.0,5.2
2019-20,2020.0,9.0,54.2,6.6
2019-20,2020.0,9.0,64.6,4.9
2019-20,2020.0,10.0,67.5,4.5
2019-20,2020.0,10.0,68.9,4.3
2019-20,2020.0,10.0,60.0,5.8
2019-20,2020.0,11.0,72.0,3.1
2019-20,2020.0,11.0,63.9,3.9
2019-20,2020.0,11.0,70.7,3.2
2019-20,2020.0,12.0,72.2,1.5
2019-20,2020.0,12.0,73.3,1.4
2019-20,2020.0,12.0,66.0,2.1
2019-20,2020.0,13.0,66.7,0.7
2019-20,2020.0,13.0,73.6,0.3
2019-20,2020.0,13.0,72.6,0.4
2019-20,2020.0,14.0,72.7,0.1
2019-20,2020.0,14.0,73.8,0.1
2019-20,2020.0,14.0,66.9,0.2
2019-20,2020.0,15.0,67.0,0.1
2019-20,2020.0,15.0,72.8,0.1
2019-20,2020.0,15.0,73.8,0.1
2019-20,2020.0,16.0,67.1,0.1
2019-20,2020.0,16.0,72.9,0.1
2019-20,2020.0,16.0,73.9,0.1
2019-20,2020.0,17.0,67.1,0.0
2019-20,2020.0,17.0,72.9,0.0
2019-20,2020.0,17.0,74.0,0.0
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,0.0,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,0.0,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,0.0,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,0.1,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,0.1,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,0.1,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,0.2,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,0.2,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,0.2,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,0.3,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,0.3,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,51.0,0.4,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,0.4,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,0.5,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,0.5,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,2.0,0.5,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,0.5,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,0.6,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,4.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,0.6,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,5.0,,
2020-21,2021.0,6.0,0.6,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,6.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,0.6,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,7.0,,
2020-21,2021.0,8.0,0.7,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,8.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,0.7,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,9.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,0.7,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,10.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,0.7,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,11.0,,
2020-21,2021.0,12.0,0.7,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,12.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,0.7,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,13.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,0.8,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,14.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,0.8,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,15.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,0.8,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,16.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,0.8,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2021.0,17.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,40.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,41.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,42.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,43.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,44.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,45.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,46.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,47.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,48.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,49.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,50.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,51.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,52.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2020.0,53.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,1.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,2.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,3.0,,
2020-21,2021.0,4.0,,
