YEAR,MMWR-YEAR,MMWR-WEEK,CUMULATIVE RATE,WEEKLY RATE 
2019-20,2019.0,42.0,0.2,0.2
2019-20,2019.0,42.0,0.0,0.0
2019-20,2019.0,42.0,0.5,0.0
2019-20,2019.0,42.0,0.0,0.0
2019-20,2019.0,42.0,0.0,0.0
2019-20,2019.0,42.0,0.1,0.1
2019-20,2019.0,42.0,0.3,0.1
2019-20,2019.0,42.0,0.2,0.1
2019-20,2019.0,43.0,0.7,0.2
2019-20,2019.0,43.0,0.5,0.2
2019-20,2019.0,43.0,1.1,0.4
2019-20,2019.0,43.0,0.5,0.2
2019-20,2019.0,43.0,0.4,0.0
2019-20,2019.0,43.0,0.5,0.5
2019-20,2019.0,43.0,0.6,0.2
2019-20,2019.0,43.0,0.6,0.2
2019-20,2019.0,43.0,0.4,0.1
2019-20,2019.0,43.0,0.6,0.2
2019-20,2019.0,43.0,1.0,0.4
2019-20,2019.0,43.0,0.6,0.2
2019-20,2019.0,43.0,0.3,0.0
2019-20,2019.0,43.0,0.5,0.5
2019-20,2019.0,43.0,0.5,0.2
2019-20,2019.0,43.0,0.6,0.2
2019-20,2019.0,43.0,0.3,0.1
2019-20,2019.0,43.0,0.3,0.3
2019-20,2019.0,43.0,1.1,0.5
2019-20,2019.0,43.0,0.0,0.0
2019-20,2019.0,43.0,0.0,0.0
2019-20,2019.0,43.0,0.4,0.1
2019-20,2019.0,43.0,0.3,0.2
2019-20,2019.0,43.0,0.4,0.2
2019-20,2019.0,44.0,0.5,0.2
2019-20,2019.0,44.0,0.3,0.0
2019-20,2019.0,44.0,1.1,0.0
2019-20,2019.0,44.0,0.0,0.0
2019-20,2019.0,44.0,0.0,0.0
2019-20,2019.0,44.0,0.3,0.0
2019-20,2019.0,44.0,0.7,0.2
2019-20,2019.0,44.0,0.5,0.1
2019-20,2019.0,44.0,0.8,0.2
2019-20,2019.0,44.0,0.9,0.3
2019-20,2019.0,44.0,0.6,0.2
2019-20,2019.0,44.0,1.3,0.3
2019-20,2019.0,44.0,0.8,0.3
2019-20,2019.0,44.0,0.6,0.3
2019-20,2019.0,44.0,0.5,0.0
2019-20,2019.0,44.0,0.7,0.2
2019-20,2019.0,44.0,0.9,0.2
2019-20,2019.0,44.0,0.7,0.2
2019-20,2019.0,44.0,1.4,0.3
2019-20,2019.0,44.0,0.8,0.3
2019-20,2019.0,44.0,0.7,0.3
2019-20,2019.0,44.0,0.5,0.0
2019-20,2019.0,44.0,0.8,0.3
2019-20,2019.0,44.0,0.9,0.2
2019-20,2019.0,45.0,1.1,0.3
2019-20,2019.0,45.0,1.0,0.3
2019-20,2019.0,45.0,1.0,0.5
2019-20,2019.0,45.0,1.0,0.4
2019-20,2019.0,45.0,1.1,0.3
2019-20,2019.0,45.0,1.8,0.5
2019-20,2019.0,45.0,1.2,0.3
2019-20,2019.0,45.0,0.9,0.2
2019-20,2019.0,45.0,1.2,0.3
2019-20,2019.0,45.0,1.2,0.4
2019-20,2019.0,45.0,1.1,0.5
2019-20,2019.0,45.0,1.3,0.3
2019-20,2019.0,45.0,1.1,0.3
2019-20,2019.0,45.0,2.0,0.6
2019-20,2019.0,45.0,0.9,0.2
2019-20,2019.0,45.0,1.0,0.4
2019-20,2019.0,45.0,0.5,0.0
2019-20,2019.0,45.0,0.7,0.1
2019-20,2019.0,45.0,0.3,0.0
2019-20,2019.0,45.0,0.0,0.0
2019-20,2019.0,45.0,0.4,0.4
2019-20,2019.0,45.0,1.1,0.0
2019-20,2019.0,45.0,0.5,0.0
2019-20,2019.0,45.0,0.3,0.0
2019-20,2019.0,46.0,0.9,0.2
2019-20,2019.0,46.0,0.4,0.1
2019-20,2019.0,46.0,0.0,0.0
2019-20,2019.0,46.0,0.4,0.0
2019-20,2019.0,46.0,1.3,0.3
2019-20,2019.0,46.0,0.5,0.2
2019-20,2019.0,46.0,0.7,0.2
2019-20,2019.0,46.0,0.7,0.2
2019-20,2019.0,46.0,1.3,0.2
2019-20,2019.0,46.0,1.8,0.7
2019-20,2019.0,46.0,2.8,0.9
2019-20,2019.0,46.0,1.2,0.3
2019-20,2019.0,46.0,1.1,0.0
2019-20,2019.0,46.0,1.5,0.4
2019-20,2019.0,46.0,1.5,0.4
2019-20,2019.0,46.0,1.0,0.0
2019-20,2019.0,46.0,1.2,0.2
2019-20,2019.0,46.0,1.6,0.4
2019-20,2019.0,46.0,1.8,0.7
2019-20,2019.0,46.0,2.6,0.8
2019-20,2019.0,46.0,1.1,0.2
2019-20,2019.0,46.0,1.7,0.5
2019-20,2019.0,46.0,1.7,0.5
2019-20,2019.0,46.0,1.6,0.5
2019-20,2019.0,47.0,1.6,0.5
2019-20,2019.0,47.0,4.0,1.2
2019-20,2019.0,47.0,2.5,0.7
2019-20,2019.0,47.0,2.4,0.7
2019-20,2019.0,47.0,1.8,0.5
2019-20,2019.0,47.0,2.2,1.1
2019-20,2019.0,47.0,2.3,0.6
2019-20,2019.0,47.0,2.4,0.7
2019-20,2019.0,47.0,1.5,0.4
2019-20,2019.0,47.0,3.7,1.1
2019-20,2019.0,47.0,2.5,0.7
2019-20,2019.0,47.0,1.7,0.5
2019-20,2019.0,47.0,2.3,0.7
2019-20,2019.0,47.0,2.0,1.0
2019-20,2019.0,47.0,2.0,0.6
2019-20,2019.0,47.0,1.2,0.5
2019-20,2019.0,47.0,2.2,0.6
2019-20,2019.0,47.0,1.0,0.3
2019-20,2019.0,47.0,1.6,1.0
2019-20,2019.0,47.0,2.4,1.1
2019-20,2019.0,47.0,0.4,0.0
2019-20,2019.0,47.0,0.0,0.0
2019-20,2019.0,47.0,0.9,0.5
2019-20,2019.0,47.0,1.4,0.5
2019-20,2019.0,48.0,3.1,0.9
2019-20,2019.0,48.0,3.4,1.0
2019-20,2019.0,48.0,2.3,0.8
2019-20,2019.0,48.0,5.6,1.8
2019-20,2019.0,48.0,3.2,0.7
2019-20,2019.0,48.0,2.0,0.3
2019-20,2019.0,48.0,2.9,1.0
2019-20,2019.0,48.0,2.8,0.8
2019-20,2019.0,48.0,3.4,1.1
2019-20,2019.0,48.0,2.5,0.8
2019-20,2019.0,48.0,6.0,2.0
2019-20,2019.0,48.0,3.2,0.7
2019-20,2019.0,48.0,2.2,0.4
2019-20,2019.0,48.0,3.3,1.1
2019-20,2019.0,48.0,3.1,0.8
2019-20,2019.0,48.0,3.6,1.2
2019-20,2019.0,48.0,1.4,0.4
2019-20,2019.0,48.0,2.4,0.9
2019-20,2019.0,48.0,2.9,0.5
2019-20,2019.0,48.0,0.4,0.0
2019-20,2019.0,48.0,0.0,0.0
2019-20,2019.0,48.0,1.4,0.5
2019-20,2019.0,48.0,1.9,0.5
2019-20,2019.0,48.0,1.7,0.5
2019-20,2019.0,49.0,5.4,2.4
2019-20,2019.0,49.0,4.7,1.4
2019-20,2019.0,49.0,4.0,1.1
2019-20,2019.0,49.0,4.3,1.3
2019-20,2019.0,49.0,2.0,0.6
2019-20,2019.0,49.0,3.8,1.4
2019-20,2019.0,49.0,4.2,1.3
2019-20,2019.0,49.0,4.7,1.3
2019-20,2019.0,49.0,3.1,0.8
2019-20,2019.0,49.0,8.1,2.5
2019-20,2019.0,49.0,4.5,1.4
2019-20,2019.0,49.0,2.7,0.7
2019-20,2019.0,49.0,3.0,0.7
2019-20,2019.0,49.0,5.4,2.2
2019-20,2019.0,49.0,4.3,1.2
2019-20,2019.0,49.0,5.1,1.4
2019-20,2019.0,49.0,3.3,0.9
2019-20,2019.0,49.0,8.7,2.7
2019-20,2019.0,49.0,4.6,1.4
2019-20,2019.0,49.0,2.9,1.0
2019-20,2019.0,49.0,0.4,0.0
2019-20,2019.0,49.0,4.7,4.7
2019-20,2019.0,49.0,2.5,0.8
2019-20,2019.0,49.0,2.1,0.6
2019-20,2019.0,50.0,4.7,1.4
2019-20,2019.0,50.0,12.2,3.5
2019-20,2019.0,50.0,6.2,1.7
2019-20,2019.0,50.0,3.6,0.6
2019-20,2019.0,50.0,8.2,2.7
2019-20,2019.0,50.0,6.1,1.8
2019-20,2019.0,50.0,6.9,1.8
2019-20,2019.0,50.0,6.5,1.8
2019-20,2019.0,50.0,4.4,1.3
2019-20,2019.0,50.0,11.4,3.3
2019-20,2019.0,50.0,6.2,1.7
2019-20,2019.0,50.0,3.3,0.6
2019-20,2019.0,50.0,6.5,1.7
2019-20,2019.0,50.0,8.3,2.9
2019-20,2019.0,50.0,5.7,1.7
2019-20,2019.0,50.0,6.1,1.7
2019-20,2019.0,50.0,2.8,0.8
2019-20,2019.0,50.0,5.8,1.9
2019-20,2019.0,50.0,5.8,1.6
2019-20,2019.0,50.0,3.1,1.0
2019-20,2019.0,50.0,3.5,1.1
2019-20,2019.0,50.0,4.0,1.1
2019-20,2019.0,50.0,0.8,0.4
2019-20,2019.0,50.0,9.3,4.7
2019-20,2019.0,51.0,5.3,1.7
2019-20,2019.0,51.0,4.9,1.8
2019-20,2019.0,51.0,9.3,0.0
2019-20,2019.0,51.0,5.7,1.7
2019-20,2019.0,51.0,1.2,0.4
2019-20,2019.0,51.0,7.4,1.6
2019-20,2019.0,51.0,10.7,4.9
2019-20,2019.0,51.0,4.0,1.1
2019-20,2019.0,51.0,7.9,2.3
2019-20,2019.0,51.0,11.2,2.9
2019-20,2019.0,51.0,8.5,2.4
2019-20,2019.0,51.0,9.0,2.5
2019-20,2019.0,51.0,4.3,1.0
2019-20,2019.0,51.0,8.5,2.3
2019-20,2019.0,51.0,16.5,5.1
2019-20,2019.0,51.0,6.0,1.6
2019-20,2019.0,51.0,9.1,2.5
2019-20,2019.0,51.0,9.6,2.7
2019-20,2019.0,51.0,17.3,5.1
2019-20,2019.0,51.0,6.5,1.7
2019-20,2019.0,51.0,8.5,2.4
2019-20,2019.0,51.0,11.4,3.3
2019-20,2019.0,51.0,4.7,1.1
2019-20,2019.0,51.0,8.6,2.4
2019-20,2019.0,52.0,12.3,4.3
2019-20,2019.0,52.0,16.6,5.4
2019-20,2019.0,52.0,13.6,4.6
2019-20,2019.0,52.0,6.0,1.7
2019-20,2019.0,52.0,13.1,4.5
2019-20,2019.0,52.0,24.8,8.3
2019-20,2019.0,52.0,9.3,3.3
2019-20,2019.0,52.0,13.7,4.7
2019-20,2019.0,52.0,13.0,4.5
2019-20,2019.0,52.0,17.4,6.0
2019-20,2019.0,52.0,6.3,1.6
2019-20,2019.0,52.0,14.4,4.8
2019-20,2019.0,52.0,13.4,4.7
2019-20,2019.0,52.0,25.8,8.5
2019-20,2019.0,52.0,10.0,3.5
2019-20,2019.0,52.0,9.1,3.5
2019-20,2019.0,52.0,8.1,3.3
2019-20,2019.0,52.0,9.3,0.0
2019-20,2019.0,52.0,3.6,2.4
2019-20,2019.0,52.0,9.8,2.4
2019-20,2019.0,52.0,17.7,7.0
2019-20,2019.0,52.0,6.7,2.7
2019-20,2019.0,52.0,12.9,4.5
2019-20,2019.0,52.0,8.6,3.4
2019-20,2020.0,1.0,4.8,1.2
2019-20,2020.0,1.0,14.0,4.7
2019-20,2020.0,1.0,10.9,2.8
2019-20,2020.0,1.0,12.7,3.6
2019-20,2020.0,1.0,18.3,5.3
2019-20,2020.0,1.0,9.6,2.9
2019-20,2020.0,1.0,21.9,4.2
2019-20,2020.0,1.0,13.2,3.4
2019-20,2020.0,1.0,11.8,3.2
2019-20,2020.0,1.0,14.4,4.4
2019-20,2020.0,1.0,35.5,9.7
2019-20,2020.0,1.0,19.2,5.8
2019-20,2020.0,1.0,20.4,6.0
2019-20,2020.0,1.0,8.6,2.3
2019-20,2020.0,1.0,25.1,7.6
2019-20,2020.0,1.0,18.4,5.4
2019-20,2020.0,1.0,19.4,5.7
2019-20,2020.0,1.0,13.5,4.1
2019-20,2020.0,1.0,33.9,9.1
2019-20,2020.0,1.0,18.6,5.6
2019-20,2020.0,1.0,8.2,2.2
2019-20,2020.0,1.0,19.2,5.6
2019-20,2020.0,1.0,23.9,7.3
2019-20,2020.0,1.0,17.2,5.0
2019-20,2020.0,2.0,29.7,5.9
2019-20,2020.0,2.0,28.5,6.6
2019-20,2020.0,2.0,12.7,3.2
2019-20,2020.0,2.0,22.8,4.5
2019-20,2020.0,2.0,21.7,4.5
2019-20,2020.0,2.0,23.8,4.6
2019-20,2020.0,2.0,23.1,4.6
2019-20,2020.0,2.0,31.6,6.5
2019-20,2020.0,2.0,11.2,2.6
2019-20,2020.0,2.0,25.2,4.7
2019-20,2020.0,2.0,10.9,2.6
2019-20,2020.0,2.0,22.8,4.1
2019-20,2020.0,2.0,40.9,7.0
2019-20,2020.0,2.0,17.3,3.9
2019-20,2020.0,2.0,24.1,4.7
2019-20,2020.0,2.0,23.6,4.4
2019-20,2020.0,2.0,42.6,7.1
2019-20,2020.0,2.0,18.4,4.0
2019-20,2020.0,2.0,14.5,3.6
2019-20,2020.0,2.0,15.4,3.6
2019-20,2020.0,2.0,14.0,0.0
2019-20,2020.0,2.0,8.0,3.2
2019-20,2020.0,2.0,14.8,1.6
2019-20,2020.0,2.0,16.3,3.6
2019-20,2020.0,3.0,18.4,2.9
2019-20,2020.0,3.0,15.2,2.5
2019-20,2020.0,3.0,32.9,4.4
2019-20,2020.0,3.0,17.7,2.9
2019-20,2020.0,3.0,9.2,1.2
2019-20,2020.0,3.0,23.3,9.3
2019-20,2020.0,3.0,16.9,2.3
2019-20,2020.0,3.0,19.9,3.5
2019-20,2020.0,3.0,21.8,3.4
2019-20,2020.0,3.0,49.8,7.2
2019-20,2020.0,3.0,28.0,4.4
2019-20,2020.0,3.0,13.8,2.6
2019-20,2020.0,3.0,13.4,2.5
2019-20,2020.0,3.0,41.0,11.2
2019-20,2020.0,3.0,25.8,4.1
2019-20,2020.0,3.0,27.0,4.2
2019-20,2020.0,3.0,27.5,4.4
2019-20,2020.0,3.0,29.6,4.4
2019-20,2020.0,3.0,28.6,4.4
2019-20,2020.0,3.0,20.6,3.2
2019-20,2020.0,3.0,47.8,6.9
2019-20,2020.0,3.0,27.0,4.3
2019-20,2020.0,3.0,28.1,4.3
2019-20,2020.0,3.0,43.0,11.4
2019-20,2020.0,4.0,32.8,4.7
2019-20,2020.0,4.0,22.0,4.2
2019-20,2020.0,4.0,38.5,5.6
2019-20,2020.0,4.0,18.7,3.5
2019-20,2020.0,4.0,31.6,4.6
2019-20,2020.0,4.0,30.4,4.5
2019-20,2020.0,4.0,46.3,5.4
2019-20,2020.0,4.0,15.9,2.6
2019-20,2020.0,4.0,31.3,4.3
2019-20,2020.0,4.0,55.7,7.8
2019-20,2020.0,4.0,24.2,3.6
2019-20,2020.0,4.0,33.3,4.7
2019-20,2020.0,4.0,34.4,4.8
2019-20,2020.0,4.0,32.2,4.7
2019-20,2020.0,4.0,48.5,5.4
2019-20,2020.0,4.0,16.5,2.7
2019-20,2020.0,4.0,32.2,4.3
2019-20,2020.0,4.0,58.0,8.2
2019-20,2020.0,4.0,25.5,3.7
2019-20,2020.0,4.0,28.0,4.7
2019-20,2020.0,4.0,10.3,1.2
2019-20,2020.0,4.0,24.2,4.3
2019-20,2020.0,4.0,22.3,3.9
2019-20,2020.0,4.0,20.3,3.5
2019-20,2020.0,5.0,30.4,4.8
2019-20,2020.0,5.0,66.9,8.9
2019-20,2020.0,5.0,36.9,4.7
2019-20,2020.0,5.0,19.2,2.7
2019-20,2020.0,5.0,57.7,9.3
2019-20,2020.0,5.0,37.7,5.5
2019-20,2020.0,5.0,40.0,5.6
2019-20,2020.0,5.0,38.9,5.6
2019-20,2020.0,5.0,28.8,4.6
2019-20,2020.0,5.0,64.2,8.5
2019-20,2020.0,5.0,35.7,4.4
2019-20,2020.0,5.0,18.7,2.7
2019-20,2020.0,5.0,55.1,8.8
2019-20,2020.0,5.0,35.6,5.2
2019-20,2020.0,5.0,38.2,5.4
2019-20,2020.0,5.0,36.9,5.3
2019-20,2020.0,5.0,22.4,3.7
2019-20,2020.0,5.0,44.2,5.8
2019-20,2020.0,5.0,24.1,2.1
2019-20,2020.0,5.0,13.5,3.2
2019-20,2020.0,5.0,32.7,4.7
2019-20,2020.0,5.0,24.0,3.6
2019-20,2020.0,5.0,28.5,4.3
2019-20,2020.0,5.0,26.2,4.0
2019-20,2020.0,6.0,32.3,6.0
2019-20,2020.0,6.0,27.0,2.9
2019-20,2020.0,6.0,54.0,9.8
2019-20,2020.0,6.0,27.9,5.5
2019-20,2020.0,6.0,43.0,6.0
2019-20,2020.0,6.0,35.1,6.7
2019-20,2020.0,6.0,29.3,5.4
2019-20,2020.0,6.0,42.0,9.3
2019-20,2020.0,6.0,18.3,4.8
2019-20,2020.0,6.0,46.0,6.0
2019-20,2020.0,6.0,41.6,4.8
2019-20,2020.0,6.0,76.5,9.6
2019-20,2020.0,6.0,35.5,5.2
2019-20,2020.0,6.0,41.6,6.0
2019-20,2020.0,6.0,65.3,10.2
2019-20,2020.0,6.0,44.3,6.1
2019-20,2020.0,6.0,21.4,2.7
2019-20,2020.0,6.0,40.3,4.6
2019-20,2020.0,6.0,73.8,9.6
2019-20,2020.0,6.0,34.1,5.2
2019-20,2020.0,6.0,44.9,6.0
2019-20,2020.0,6.0,43.9,6.1
2019-20,2020.0,6.0,68.1,10.3
2019-20,2020.0,6.0,21.7,2.5
2019-20,2020.0,7.0,46.1,4.6
2019-20,2020.0,7.0,70.2,4.9
2019-20,2020.0,7.0,23.5,2.1
2019-20,2020.0,7.0,44.4,4.1
2019-20,2020.0,7.0,80.8,7.1
2019-20,2020.0,7.0,49.7,5.5
2019-20,2020.0,7.0,38.8,4.7
2019-20,2020.0,7.0,49.8,4.9
2019-20,2020.0,7.0,48.2,4.4
2019-20,2020.0,7.0,73.5,5.4
2019-20,2020.0,7.0,23.7,2.0
2019-20,2020.0,7.0,46.0,4.3
2019-20,2020.0,7.0,83.2,6.8
2019-20,2020.0,7.0,40.1,4.5
2019-20,2020.0,7.0,51.3,5.4
2019-20,2020.0,7.0,33.3,5.4
2019-20,2020.0,7.0,42.0,0.0
2019-20,2020.0,7.0,21.9,3.6
2019-20,2020.0,7.0,28.9,1.9
2019-20,2020.0,7.0,63.3,9.3
2019-20,2020.0,7.0,41.2,6.1
2019-20,2020.0,7.0,48.0,5.0
2019-20,2020.0,7.0,34.8,5.4
2019-20,2020.0,7.0,38.0,5.8
2019-20,2020.0,8.0,23.9,2.0
2019-20,2020.0,8.0,46.7,4.7
2019-20,2020.0,8.0,31.5,2.6
2019-20,2020.0,8.0,39.8,5.0
2019-20,2020.0,8.0,43.3,5.2
2019-20,2020.0,8.0,46.7,5.5
2019-20,2020.0,8.0,54.8,5.1
2019-20,2020.0,8.0,75.6,5.4
2019-20,2020.0,8.0,51.1,5.0
2019-20,2020.0,8.0,53.0,5.0
2019-20,2020.0,8.0,38.4,5.1
2019-20,2020.0,8.0,71.1,7.9
2019-20,2020.0,8.0,44.9,4.8
2019-20,2020.0,8.0,89.9,6.7
2019-20,2020.0,8.0,49.8,3.9
2019-20,2020.0,8.0,25.4,1.7
2019-20,2020.0,8.0,79.0,5.4
2019-20,2020.0,8.0,53.2,5.0
2019-20,2020.0,8.0,56.3,5.0
2019-20,2020.0,8.0,54.8,5.0
2019-20,2020.0,8.0,43.6,4.9
2019-20,2020.0,8.0,87.7,6.8
2019-20,2020.0,8.0,48.1,3.7
2019-20,2020.0,8.0,25.2,1.7
2019-20,2020.0,9.0,48.8,5.6
2019-20,2020.0,9.0,52.0,5.4
2019-20,2020.0,9.0,45.5,5.8
2019-20,2020.0,9.0,46.7,0.0
2019-20,2020.0,9.0,27.1,3.2
2019-20,2020.0,9.0,36.3,4.8
2019-20,2020.0,9.0,80.4,9.3
2019-20,2020.0,9.0,43.3,4.9
2019-20,2020.0,9.0,57.4,4.4
2019-20,2020.0,9.0,55.5,4.4
2019-20,2020.0,9.0,81.0,5.4
2019-20,2020.0,9.0,26.9,1.7
2019-20,2020.0,9.0,59.2,4.4
2019-20,2020.0,9.0,51.0,2.9
2019-20,2020.0,9.0,93.3,5.6
2019-20,2020.0,9.0,48.1,4.5
2019-20,2020.0,9.0,59.0,4.2
2019-20,2020.0,9.0,60.5,4.2
2019-20,2020.0,9.0,57.4,4.2
2019-20,2020.0,9.0,85.0,6.0
2019-20,2020.0,9.0,26.9,1.5
2019-20,2020.0,9.0,52.5,2.7
2019-20,2020.0,9.0,95.0,5.1
2019-20,2020.0,9.0,49.3,4.4
2019-20,2020.0,10.0,28.3,1.5
2019-20,2020.0,10.0,99.3,6.0
2019-20,2020.0,10.0,53.6,2.6
2019-20,2020.0,10.0,52.8,3.6
2019-20,2020.0,10.0,100.7,5.7
2019-20,2020.0,10.0,55.1,2.5
2019-20,2020.0,10.0,64.5,4.0
2019-20,2020.0,10.0,61.0,3.5
2019-20,2020.0,10.0,28.2,1.4
2019-20,2020.0,10.0,89.3,4.4
2019-20,2020.0,10.0,62.8,3.8
2019-20,2020.0,10.0,51.9,3.7
2019-20,2020.0,10.0,59.2,3.7
2019-20,2020.0,10.0,85.3,4.4
2019-20,2020.0,10.0,63.4,4.2
2019-20,2020.0,10.0,61.4,3.9
2019-20,2020.0,10.0,38.9,2.6
2019-20,2020.0,10.0,47.9,4.6
2019-20,2020.0,10.0,89.0,8.6
2019-20,2020.0,10.0,29.4,2.4
2019-20,2020.0,10.0,53.7,4.9
2019-20,2020.0,10.0,51.3,4.7
2019-20,2020.0,10.0,49.9,4.4
2019-20,2020.0,10.0,57.5,5.5
2019-20,2020.0,11.0,51.1,3.2
2019-20,2020.0,11.0,94.0,5.1
2019-20,2020.0,11.0,40.5,1.6
2019-20,2020.0,11.0,31.4,2.0
2019-20,2020.0,11.0,51.3,0.0
2019-20,2020.0,11.0,53.2,3.3
2019-20,2020.0,11.0,61.0,3.5
2019-20,2020.0,11.0,57.2,3.4
2019-20,2020.0,11.0,55.7,2.9
2019-20,2020.0,11.0,104.1,3.5
2019-20,2020.0,11.0,56.6,1.5
2019-20,2020.0,11.0,29.2,1.0
2019-20,2020.0,11.0,93.1,3.8
2019-20,2020.0,11.0,63.7,2.8
2019-20,2020.0,11.0,67.2,2.7
2019-20,2020.0,11.0,65.5,2.7
2019-20,2020.0,11.0,54.9,3.0
2019-20,2020.0,11.0,102.9,3.7
2019-20,2020.0,11.0,55.1,1.5
2019-20,2020.0,11.0,66.2,2.8
2019-20,2020.0,11.0,29.4,1.1
2019-20,2020.0,11.0,88.8,3.4
2019-20,2020.0,11.0,62.1,2.9
2019-20,2020.0,11.0,64.2,2.8
2019-20,2020.0,12.0,55.8,0.7
2019-20,2020.0,12.0,104.7,1.8
2019-20,2020.0,12.0,29.7,0.3
2019-20,2020.0,12.0,56.1,1.2
2019-20,2020.0,12.0,66.7,1.2
2019-20,2020.0,12.0,95.9,2.7
2019-20,2020.0,12.0,29.5,0.3
2019-20,2020.0,12.0,65.1,1.3
2019-20,2020.0,12.0,68.2,1.0
2019-20,2020.0,12.0,57.3,0.7
2019-20,2020.0,12.0,105.9,1.8
2019-20,2020.0,12.0,56.9,1.1
2019-20,2020.0,12.0,65.5,1.3
2019-20,2020.0,12.0,67.4,1.2
2019-20,2020.0,12.0,91.2,2.4
2019-20,2020.0,12.0,63.4,1.3
2019-20,2020.0,12.0,63.0,2.0
2019-20,2020.0,12.0,54.6,1.4
2019-20,2020.0,12.0,51.3,0.0
2019-20,2020.0,12.0,58.9,1.7
2019-20,2020.0,12.0,32.2,0.8
2019-20,2020.0,12.0,96.0,1.9
2019-20,2020.0,12.0,52.9,1.7
2019-20,2020.0,12.0,41.6,1.1
2019-20,2020.0,13.0,41.8,0.3
2019-20,2020.0,13.0,53.3,0.5
2019-20,2020.0,13.0,97.4,1.4
2019-20,2020.0,13.0,32.2,0.0
2019-20,2020.0,13.0,59.4,0.6
2019-20,2020.0,13.0,51.3,0.0
2019-20,2020.0,13.0,55.1,0.5
2019-20,2020.0,13.0,63.6,0.6
2019-20,2020.0,13.0,63.8,0.4
2019-20,2020.0,13.0,91.7,0.5
2019-20,2020.0,13.0,67.7,0.3
2019-20,2020.0,13.0,65.8,0.3
2019-20,2020.0,13.0,57.1,0.3
2019-20,2020.0,13.0,106.3,0.4
2019-20,2020.0,13.0,57.5,0.2
2019-20,2020.0,13.0,68.4,0.2
2019-20,2020.0,13.0,65.4,0.3
2019-20,2020.0,13.0,29.6,0.1
2019-20,2020.0,13.0,96.4,0.5
2019-20,2020.0,13.0,66.9,0.3
2019-20,2020.0,13.0,56.4,0.3
2019-20,2020.0,13.0,29.8,0.1
2019-20,2020.0,13.0,105.2,0.5
2019-20,2020.0,13.0,56.1,0.2
2019-20,2020.0,14.0,56.1,0.0
2019-20,2020.0,14.0,105.4,0.2
2019-20,2020.0,14.0,56.5,0.1
2019-20,2020.0,14.0,67.0,0.1
2019-20,2020.0,14.0,96.4,0.0
2019-20,2020.0,14.0,29.6,0.0
2019-20,2020.0,14.0,65.5,0.1
