Date,Open,High,Low,Close,Adj Close,Volume
2019-11-18,145.690002,145.979996,145.380005,145.639999,136.325073,31100
2019-11-19,146.029999,146.740005,146.029999,146.539993,137.167526,4500
2019-11-20,146.410004,147.550003,146.410004,146.929993,137.532578,3300
2019-11-21,147.190002,147.789993,147.0,147.509995,138.075485,3000
2019-11-22,148.199997,148.860001,148.110001,148.699997,139.189377,6900
2019-11-25,148.729996,150.110001,148.729996,149.899994,140.312653,9400
2019-11-26,149.600006,150.660004,149.600006,150.5,140.874268,5300
2019-11-27,150.389999,151.830002,150.389999,151.539993,141.847717,27400
2019-11-29,150.990005,151.75,150.990005,151.330002,141.651184,24100
2019-12-02,152.0,152.0,150.619995,150.860001,141.211258,22200
2019-12-03,150.199997,150.889999,149.630005,150.850006,141.201889,11200
2019-12-04,151.779999,152.830002,151.309998,152.550003,142.793121,20200
2019-12-05,152.690002,152.690002,151.399994,152.179993,142.446838,6300
2019-12-06,153.399994,153.850006,153.110001,153.110001,143.317352,14900
2019-12-09,153.5,153.75,153.080002,153.289993,143.485794,12100
2019-12-10,153.5,154.0,153.259995,153.830002,143.991302,7800
2019-12-11,154.389999,154.550003,153.779999,153.779999,143.944458,7100
2019-12-12,154.160004,155.559998,154.160004,155.279999,145.348572,6800
2019-12-13,155.520004,156.149994,154.600006,155.339996,145.404678,15300
2019-12-16,155.929993,156.759995,155.929993,156.210007,146.705444,180800
2019-12-17,157.009995,157.119995,156.100006,156.889999,147.34407,27900
2019-12-18,157.0,157.199997,156.410004,157.190002,147.625809,17300
2019-12-19,157.630005,158.929993,157.630005,158.660004,149.006348,87300
2019-12-20,159.119995,160.570007,159.119995,160.460007,150.696869,10200
2019-12-23,161.320007,161.710007,160.520004,161.5,151.673553,6200
2019-12-24,162.0,162.0,160.940002,161.75,151.908356,3600
2019-12-26,161.149994,161.759995,160.899994,161.050003,151.250946,4500
2019-12-27,160.960007,160.960007,160.509995,160.710007,150.931641,7900
2019-12-30,160.580002,160.580002,159.460007,159.460007,149.757721,4600
2019-12-31,159.039993,160.139999,159.009995,160.130005,150.386917,5600
2020-01-02,160.380005,160.589996,159.110001,160.589996,150.818939,7300
2020-01-03,158.770004,159.779999,158.0,158.869995,149.203583,1700
2020-01-06,157.820007,159.059998,157.789993,159.059998,149.382019,5500
2020-01-07,158.589996,158.889999,157.960007,158.630005,148.97818,16500
2020-01-08,158.309998,159.130005,157.949997,158.320007,148.687042,7900
2020-01-09,158.179993,159.449997,158.179993,159.059998,149.382019,7200
2020-01-10,159.199997,160.119995,159.199997,159.479996,149.776459,5900
2020-01-13,160.110001,160.229996,159.070007,160.229996,150.48082,7000
2020-01-14,160.130005,162.740005,160.130005,162.740005,152.838165,3100
2020-01-15,164.0,164.869995,164.0,164.740005,154.716446,6900
2020-01-16,165.169998,165.699997,164.649994,165.25,155.195389,45000
2020-01-17,165.559998,165.559998,164.589996,164.589996,154.575546,7100
2020-01-21,163.690002,165.139999,163.690002,164.580002,154.566147,18900
2020-01-22,164.559998,165.029999,164.199997,164.509995,154.500443,14400
2020-01-23,163.490005,163.839996,162.699997,163.770004,153.80545,6400
2020-01-24,163.240005,163.240005,160.369995,160.610001,150.837738,7400
2020-01-27,158.330002,160.970001,158.0,160.380005,150.621735,7400
2020-01-28,160.520004,161.759995,160.520004,161.520004,151.692368,8400
2020-01-29,161.779999,162.740005,161.779999,161.919998,152.068039,3600
2020-01-30,160.770004,161.289993,160.25,160.970001,151.175797,4400
2020-01-31,160.660004,160.660004,159.169998,159.229996,149.541672,5300
2020-02-03,161.009995,162.139999,160.940002,161.720001,151.880173,129800
2020-02-04,163.570007,164.399994,163.380005,163.630005,153.673965,23700
2020-02-05,163.800003,165.020004,163.559998,164.229996,154.237473,21100
2020-02-06,165.119995,165.119995,164.059998,164.410004,154.406509,5400
2020-02-07,163.970001,163.970001,162.539993,162.869995,152.960205,2100
2020-02-10,162.669998,163.979996,162.669998,163.979996,154.00264,21200
2020-02-11,164.759995,164.759995,163.699997,163.979996,154.00264,3300
2020-02-12,164.389999,164.389999,162.570007,162.570007,152.678467,4800
2020-02-13,161.75,161.839996,161.009995,161.009995,151.213364,20000
2020-02-14,161.669998,161.669998,160.720001,161.190002,151.382431,3400
2020-02-18,161.130005,161.130005,160.050003,160.279999,150.527802,5400
2020-02-19,160.679993,160.679993,159.940002,159.940002,150.208496,3400
2020-02-20,160.139999,160.210007,158.610001,159.720001,150.001846,9100
2020-02-21,159.539993,160.089996,159.029999,159.949997,150.21788,2900
2020-02-24,156.559998,157.5,155.210007,155.860001,146.37674,8500
2020-02-25,156.839996,156.839996,152.600006,153.220001,143.897354,11200
2020-02-26,153.919998,155.199997,152.100006,152.289993,143.023972,18500
2020-02-27,150.270004,152.630005,147.0,147.0,138.055832,14700
2020-02-28,143.889999,144.660004,140.710007,144.660004,135.858215,19200
2020-03-02,145.039993,150.580002,144.589996,150.580002,141.417999,33300
2020-03-03,151.080002,152.0,144.75,146.580002,137.661377,6900
2020-03-04,148.919998,153.809998,148.259995,153.690002,144.338776,154000
2020-03-05,150.990005,152.509995,149.600006,150.960007,141.774857,20500
2020-03-06,147.089996,148.820007,145.820007,148.820007,139.765091,4600
2020-03-09,140.25,143.440002,140.0,140.809998,132.242416,9300
2020-03-10,144.949997,145.479996,139.229996,145.429993,136.58136,6100
2020-03-11,142.619995,142.619995,137.550003,138.600006,130.166931,24700
2020-03-12,130.199997,135.279999,126.349998,129.789993,121.892967,19500
2020-03-13,135.990005,136.360001,127.779999,136.360001,128.063202,43400
2020-03-16,124.919998,131.929993,124.150002,124.150002,116.59613,13000
2020-03-17,127.029999,133.729996,125.07,132.220001,124.175102,20800
2020-03-18,126.360001,131.0,121.760002,125.900002,118.239647,18700
2020-03-19,126.230003,127.639999,123.889999,125.43,117.798233,17900
2020-03-20,126.239998,127.75,121.900002,121.910004,114.492416,26600
2020-03-23,120.760002,122.0,115.529999,117.050003,109.928139,13500
2020-03-24,122.760002,124.379997,121.650002,124.379997,116.812119,19900
2020-03-25,125.559998,127.459999,122.849998,124.809998,117.771774,28800
2020-03-26,124.160004,132.410004,124.120003,132.190002,124.735611,40900
2020-03-27,128.210007,131.25,127.93,129.050003,121.77269,25300
2020-03-30,130.169998,135.880005,130.169998,135.639999,127.991035,30600
2020-03-31,137.190002,137.190002,133.889999,134.580002,126.990845,23200
2020-04-01,131.630005,131.820007,128.740005,129.660004,122.348297,13000
2020-04-02,129.740005,133.490005,129.190002,133.490005,125.962326,14600
2020-04-03,133.529999,134.449997,131.210007,132.610001,125.131943,18400
2020-04-06,137.419998,139.589996,136.479996,138.850006,131.020035,227600
2020-04-07,142.320007,142.320007,137.570007,137.830002,130.057556,23700
2020-04-08,138.5,142.770004,137.429993,142.350006,134.322678,9900
2020-04-09,143.940002,144.770004,143.649994,144.050003,135.926834,10000
2020-04-13,144.490005,144.490005,140.550003,142.169998,134.152832,10400
2020-04-14,145.820007,146.929993,144.720001,146.580002,138.314148,11100
2020-04-15,145.309998,145.679993,142.979996,144.740005,136.577911,13300
2020-04-16,145.639999,146.539993,144.429993,146.309998,138.059372,16800
2020-04-17,149.800003,150.169998,147.740005,150.050003,141.588486,33100
2020-04-20,149.039993,151.820007,148.039993,150.240005,141.767746,12900
2020-04-21,148.789993,148.789993,145.509995,145.75,137.53096,16100
2020-04-22,148.690002,148.690002,146.630005,148.139999,139.786148,6500
2020-04-23,146.179993,151.240005,146.179993,149.660004,141.220474,17400
2020-04-24,150.899994,151.759995,149.619995,151.470001,142.928406,9400
2020-04-27,153.440002,155.149994,153.190002,154.449997,145.740311,22400
2020-04-28,155.080002,155.080002,152.110001,152.130005,143.551147,18300
2020-04-29,157.330002,157.330002,152.690002,154.210007,145.513824,37100
2020-04-30,153.020004,153.020004,150.919998,152.399994,143.805954,10800
2020-05-01,149.690002,150.320007,147.410004,148.869995,140.474991,31300
2020-05-04,148.029999,149.240005,147.910004,149.190002,140.776947,7000
2020-05-05,151.020004,153.020004,151.020004,151.869995,143.305847,14500
2020-05-06,153.070007,153.570007,152.070007,152.110001,143.532303,9400
2020-05-07,151.649994,151.949997,149.5,149.5,141.069443,69300
2020-05-08,151.559998,151.800003,150.419998,150.960007,142.447144,15300
2020-05-11,151.479996,155.410004,151.479996,155.339996,146.580139,16500
2020-05-12,156.679993,157.360001,154.029999,154.029999,145.344025,32000
2020-05-13,153.190002,154.820007,151.0,151.740005,143.183136,15300
2020-05-14,150.279999,152.820007,150.279999,152.820007,144.202271,10700
2020-05-15,152.360001,155.229996,152.360001,155.229996,146.476334,8300
2020-05-18,159.110001,159.110001,156.509995,156.800003,147.957809,196600
2020-05-19,156.729996,156.779999,155.0,155.199997,146.448029,19800
2020-05-20,157.050003,157.050003,155.070007,155.300003,146.542435,15700
2020-05-21,154.910004,155.089996,153.199997,153.940002,145.259109,9500
2020-05-22,154.050003,154.050003,153.300003,153.639999,144.976013,11600
2020-05-26,156.399994,156.399994,153.759995,153.770004,145.098694,36700
2020-05-27,154.990005,154.990005,151.75,154.779999,146.051712,12600
2020-05-28,156.770004,157.289993,156.059998,156.070007,147.269028,11400
2020-05-29,156.690002,157.429993,153.949997,157.429993,148.552277,14000
2020-06-01,156.75,156.800003,155.470001,156.039993,147.240662,12000
2020-06-02,156.169998,157.729996,154.929993,157.710007,148.816513,9700
2020-06-03,158.619995,158.619995,157.279999,158.080002,149.165634,10300
2020-06-04,156.660004,157.860001,155.820007,156.350006,147.533218,8700
2020-06-05,158.509995,159.630005,157.029999,157.369995,148.495682,22600
2020-06-08,156.869995,159.100006,156.869995,158.800003,149.845016,9100
2020-06-09,158.990005,159.5,157.979996,157.979996,149.071289,9200
2020-06-10,159.089996,159.089996,156.779999,156.779999,147.938934,38800
2020-06-11,154.199997,155.190002,148.600006,148.600006,140.220215,19700
2020-06-12,151.179993,151.660004,146.600006,148.690002,140.305145,16800
2020-06-15,146.080002,148.759995,145.270004,147.75,139.713196,32300
2020-06-16,151.630005,153.110001,150.490005,152.580002,144.280487,12500
2020-06-17,153.919998,153.919998,151.789993,151.789993,143.533432,5300
2020-06-18,150.979996,152.179993,150.979996,152.009995,143.741501,4900
2020-06-19,154.160004,154.289993,152.229996,154.289993,145.897461,5600
2020-06-22,153.440002,154.649994,151.889999,154.649994,146.237885,4900
2020-06-23,155.429993,156.419998,154.889999,154.889999,146.464844,5200
2020-06-24,153.479996,154.199997,150.699997,151.660004,143.410522,8400
2020-06-25,151.649994,153.570007,151.339996,153.570007,145.216644,13000
2020-06-26,153.339996,153.339996,150.520004,151.119995,142.899872,5900
2020-06-29,151.529999,152.460007,150.880005,151.360001,143.126831,14800
2020-06-30,151.960007,153.910004,151.960007,153.880005,145.509735,33200
2020-07-01,154.0,155.0,154.0,154.139999,145.755615,11100
2020-07-02,155.589996,155.830002,154.389999,154.389999,145.99202,6000
2020-07-06,155.970001,157.270004,155.779999,156.600006,148.081802,3600
2020-07-07,156.399994,157.210007,155.559998,155.759995,147.287506,11100
2020-07-08,155.649994,156.25,154.949997,156.199997,147.703552,3600
2020-07-09,156.0,156.600006,153.979996,154.539993,146.13385,4100
2020-07-10,154.580002,155.059998,154.050003,154.570007,146.162231,4700
2020-07-13,155.979996,158.429993,155.020004,155.020004,146.587784,9700
2020-07-14,155.0,157.419998,155.0,157.309998,148.753204,4700
2020-07-15,158.970001,160.509995,158.970001,160.289993,151.571091,5600
2020-07-16,159.669998,159.669998,158.580002,159.539993,150.861893,6400
2020-07-17,160.020004,161.160004,160.020004,161.009995,152.251923,5800
2020-07-20,160.970001,161.669998,160.490005,160.949997,152.195236,5100
2020-07-21,160.990005,161.839996,159.949997,159.949997,151.249573,5000
2020-07-22,161.119995,161.119995,159.440002,160.529999,151.79808,38400
2020-07-23,161.309998,161.309998,158.75,159.179993,150.521454,7600
2020-07-24,159.529999,159.529999,156.190002,157.119995,148.573517,5800
2020-07-27,157.979996,158.350006,156.779999,158.179993,149.575867,5600
2020-07-28,159.149994,159.149994,157.919998,158.0,149.40567,6600
2020-07-29,158.669998,158.990005,157.360001,158.570007,149.944687,10300
2020-07-30,158.520004,159.179993,157.789993,158.759995,150.124329,2800
2020-07-31,159.570007,159.570007,156.429993,157.610001,149.03685,3500
2020-08-03,158.940002,161.229996,158.940002,161.210007,152.441055,9100
2020-08-04,160.630005,161.270004,160.070007,160.800003,152.053375,7600
2020-08-05,162.949997,164.529999,162.350006,164.479996,155.533157,7100
2020-08-06,164.5,164.589996,162.0,163.110001,154.237686,7200
2020-08-07,163.240005,164.050003,163.0,163.820007,154.909088,3600
2020-08-10,163.839996,164.289993,162.850006,163.419998,154.530838,18300
2020-08-11,164.940002,164.940002,161.380005,161.380005,152.601791,4700
2020-08-12,162.710007,163.600006,162.710007,163.309998,154.426804,32800
2020-08-13,163.110001,163.110001,161.899994,162.910004,154.048584,4600
2020-08-14,162.779999,163.869995,162.429993,163.080002,154.209335,3000
2020-08-17,164.020004,165.630005,163.720001,165.520004,156.516602,6100
2020-08-18,165.220001,165.220001,163.5,164.830002,155.864136,2600
2020-08-19,165.649994,166.300003,165.169998,165.169998,156.185669,5300
2020-08-20,164.789993,165.860001,164.789993,165.649994,156.639526,5100
2020-08-21,165.220001,165.350006,164.130005,165.190002,156.204544,3600
2020-08-24,165.860001,166.199997,164.259995,165.080002,156.100555,8000
2020-08-25,165.419998,166.029999,165.110001,165.979996,156.951584,19900
2020-08-26,165.940002,165.940002,164.729996,165.419998,156.422058,8900
2020-08-27,166.490005,166.490005,164.970001,165.690002,156.677368,4600
2020-08-28,165.869995,166.300003,165.100006,166.300003,157.254196,2700
2020-08-31,166.830002,167.710007,166.080002,167.580002,158.464569,5400
2020-09-01,168.179993,168.179993,164.729996,165.149994,156.166718,5900
2020-09-02,164.860001,168.25,164.860001,168.25,159.098129,5700
2020-09-03,167.850006,167.850006,163.720001,164.139999,155.211685,5600
2020-09-04,164.949997,164.949997,161.809998,163.229996,154.351166,2700
2020-09-08,163.029999,163.029999,160.740005,160.910004,152.157379,4700
2020-09-09,164.190002,165.559998,164.190002,164.580002,155.627777,6100
2020-09-10,164.729996,164.729996,161.699997,161.699997,152.904388,3800
2020-09-11,162.110001,162.419998,161.279999,161.970001,153.159729,2900
2020-09-14,163.740005,165.899994,163.740005,165.570007,156.563904,2500
2020-09-15,166.929993,166.970001,166.039993,166.229996,157.188019,3900
2020-09-16,167.009995,167.75,166.460007,167.029999,157.944489,10500
2020-09-17,165.429993,166.240005,165.429993,166.169998,157.131271,4100
2020-09-18,167.199997,167.520004,165.639999,167.460007,158.351089,3700
2020-09-21,165.179993,165.440002,160.990005,162.660004,153.81221,5000
2020-09-22,162.809998,163.369995,162.029999,163.059998,154.190445,2500
2020-09-23,163.570007,163.570007,160.809998,160.809998,152.726883,3100
2020-09-24,160.270004,160.270004,158.970001,159.619995,151.59668,1500
2020-09-25,159.279999,161.240005,159.190002,160.940002,152.850342,2900
2020-09-28,162.220001,162.580002,161.440002,161.960007,153.819107,3100
2020-09-29,162.339996,162.600006,161.449997,161.449997,153.334732,9500
2020-09-30,161.589996,164.110001,161.589996,163.529999,155.31015,3400
2020-10-01,163.589996,163.589996,162.490005,162.929993,154.740326,7300
2020-10-02,160.449997,162.740005,160.449997,161.660004,153.534149,4900
2020-10-05,165.520004,167.080002,165.520004,167.080002,158.681702,3700
2020-10-06,167.589996,167.589996,164.899994,165.039993,156.744263,2700
2020-10-07,166.110001,168.229996,165.850006,167.919998,159.479477,4200
2020-10-08,169.330002,170.669998,169.330002,170.669998,162.091263,4000
2020-10-09,170.940002,172.419998,170.940002,171.919998,163.278427,3600
2020-10-12,172.220001,172.580002,171.889999,172.130005,163.47789,3500
2020-10-13,170.910004,171.039993,169.75,170.520004,161.948822,4200
2020-10-14,171.130005,171.130005,169.089996,169.550003,161.027542,7800
2020-10-15,167.779999,168.429993,167.610001,168.429993,159.963867,1900
2020-10-16,168.800003,170.339996,168.800003,169.419998,160.904129,2700
2020-10-19,170.050003,170.050003,166.100006,166.440002,158.073868,4200
2020-10-20,167.330002,167.330002,165.690002,165.940002,157.598999,2700
2020-10-21,166.229996,166.229996,164.580002,164.580002,156.307404,4100
2020-10-22,164.949997,167.179993,164.949997,167.139999,158.738693,4800
2020-10-23,167.690002,168.110001,166.899994,168.110001,159.659943,3000
2020-10-26,166.800003,166.800003,164.779999,165.949997,157.608536,3800
2020-10-27,165.279999,165.860001,164.660004,164.660004,156.383377,3400
2020-10-28,162.429993,162.429993,160.350006,160.649994,152.574905,4500
2020-10-29,160.149994,161.179993,158.300003,160.679993,152.603394,7600
2020-10-30,160.029999,160.729996,157.929993,159.020004,151.026855,5200
2020-11-02,160.800003,161.660004,159.779999,161.559998,153.439178,7600
2020-11-03,163.789993,164.399994,162.789993,163.119995,154.920776,28300
2020-11-04,165.020004,172.0,165.020004,169.369995,160.856598,40100
2020-11-05,171.460007,171.460007,169.119995,169.119995,160.619186,64500
2020-11-06,168.759995,168.990005,167.75,167.75,159.318024,3800
2020-11-09,175.669998,175.669998,170.929993,170.929993,162.338196,14900
2020-11-10,172.470001,173.270004,170.779999,172.610001,163.933777,15900
2020-11-11,173.649994,173.649994,171.929993,172.449997,163.781769,5900
2020-11-12,172.839996,172.839996,170.360001,170.970001,162.37619,11200
2020-11-13,172.610001,173.300003,172.449997,173.300003,164.589066,4000
2020-11-16,174.970001,174.970001,172.429993,172.710007,164.028763,8100
2020-11-17,173.5,174.330002,172.720001,173.630005,164.902496,23400
2020-11-18,174.889999,174.889999,171.149994,171.169998,162.566132,17000
2020-11-19,171.800003,173.110001,171.039993,173.110001,164.408646,8300
2020-11-20,173.149994,173.300003,171.910004,171.970001,163.325928,11200
2020-11-23,172.339996,172.339996,170.399994,171.020004,162.423676,225800
2020-11-24,171.330002,171.889999,170.699997,170.979996,162.385681,11100
2020-11-25,171.050003,171.050003,169.660004,170.529999,161.958313,10200
2020-11-27,171.5,171.880005,171.460007,171.880005,163.240463,4200
2020-11-30,172.309998,172.309998,170.289993,170.990005,162.395172,11700
2020-12-01,172.059998,172.789993,172.059998,172.520004,163.848312,4200
2020-12-02,172.770004,173.470001,172.729996,172.869995,164.180695,3700
2020-12-03,172.869995,173.889999,172.470001,172.839996,164.152191,5600
2020-12-04,173.630005,175.100006,173.630005,175.100006,166.298599,6100
2020-12-07,175.660004,175.660004,173.809998,174.429993,165.662247,12600
2020-12-08,174.669998,176.600006,174.669998,176.550003,167.675705,6500
2020-12-09,177.339996,177.679993,174.899994,175.869995,167.029907,5300
2020-12-10,176.0,176.539993,175.669998,176.520004,167.647247,9100
2020-12-11,176.0,176.369995,175.190002,175.949997,167.105881,3100
2020-12-14,176.779999,177.5,174.940002,174.940002,166.644836,6300
2020-12-15,176.369995,178.199997,175.880005,178.119995,169.674057,19200
2020-12-16,178.509995,178.509995,176.820007,176.820007,168.435684,19400
2020-12-17,177.229996,177.740005,176.479996,177.580002,169.159653,5000
2020-12-18,178.0,178.0,176.309998,177.630005,169.20726,8300
2020-12-21,174.759995,175.699997,173.479996,175.490005,167.168747,10900
2020-12-22,175.449997,176.470001,175.330002,176.289993,167.930817,5200
2020-12-23,177.160004,177.160004,176.550003,176.779999,168.397568,15800
2020-12-24,177.130005,177.529999,176.929993,177.25,168.845291,2000
2020-12-28,178.0,178.570007,176.699997,176.789993,168.407089,20800
2020-12-29,176.860001,177.270004,176.339996,177.119995,168.721451,4400
2020-12-30,178.0,178.75,178.0,178.320007,169.864548,7400
2020-12-31,178.179993,179.740005,177.289993,179.440002,170.931442,8600
2021-01-04,179.440002,179.440002,176.220001,178.210007,169.759781,6300
2021-01-05,177.279999,179.160004,177.279999,179.160004,170.664734,3900
2021-01-06,177.320007,182.0,177.320007,180.770004,172.198364,7700
2021-01-07,180.960007,183.330002,180.960007,183.059998,174.379791,6500
2021-01-08,182.850006,183.809998,182.089996,183.009995,174.332153,3400
2021-01-11,182.830002,185.580002,182.830002,185.119995,176.342087,13400
2021-01-12,184.660004,185.630005,183.279999,184.119995,175.389511,6900
2021-01-13,184.360001,184.360001,183.240005,183.240005,174.551254,5800
2021-01-14,184.259995,185.020004,183.639999,184.419998,175.675323,5200
2021-01-15,183.970001,184.100006,182.320007,183.820007,175.103775,20600
2021-01-19,185.039993,186.100006,185.039993,186.100006,177.27565,32900
2021-01-20,186.169998,186.470001,185.059998,185.25,176.465973,6300
2021-01-21,185.020004,185.020004,182.710007,183.539993,174.837036,8000
2021-01-22,182.710007,185.020004,182.710007,184.729996,175.970596,5700
2021-01-25,185.229996,186.350006,184.440002,186.350006,177.513794,9700
2021-01-26,187.380005,188.100006,185.990005,186.240005,177.408997,11500
2021-01-27,184.830002,184.830002,181.169998,181.339996,172.741333,12800
2021-01-28,182.279999,184.119995,182.279999,182.759995,174.093994,7400
2021-01-29,183.229996,183.229996,178.139999,179.809998,171.28392,11700
2021-02-01,181.0,182.220001,180.559998,181.059998,172.47464,23300
2021-02-02,184.050003,184.050003,181.940002,181.940002,173.312897,11600
2021-02-03,181.490005,181.720001,180.830002,181.220001,172.627029,4300
2021-02-04,182.190002,182.279999,181.539993,182.190002,173.551056,5700
2021-02-05,183.779999,183.779999,182.380005,182.970001,174.294067,2900
2021-02-08,184.419998,184.550003,183.679993,184.550003,175.799149,10400
2021-02-09,185.0,185.669998,184.800003,185.139999,176.361191,4800
2021-02-10,186.0,186.190002,185.360001,185.380005,176.589798,3400
2021-02-11,186.050003,186.050003,184.889999,185.929993,177.113708,2900
2021-02-12,185.070007,185.850006,185.0,185.779999,176.970825,3200
2021-02-16,185.759995,185.800003,184.020004,184.449997,175.703888,8300
2021-02-17,183.520004,185.009995,183.520004,185.009995,176.23732,3100
2021-02-18,184.130005,184.320007,183.529999,183.529999,174.827499,11100
2021-02-19,184.300003,184.300003,182.729996,182.729996,174.065414,3600
2021-02-22,182.009995,182.009995,180.0,180.320007,171.76973,2800
2021-02-23,179.960007,179.960007,177.690002,179.0,170.512299,6700
2021-02-24,180.070007,183.419998,180.070007,182.5,173.846359,4700
2021-02-25,182.619995,182.619995,179.399994,180.25,171.703049,6100
2021-02-26,180.369995,180.690002,177.639999,179.059998,170.569473,5400
2021-03-01,181.059998,181.080002,179.809998,180.190002,171.645905,28300
2021-03-02,180.199997,180.199997,178.910004,178.910004,170.426575,4300
2021-03-03,178.770004,178.770004,175.669998,176.149994,167.797409,16600
2021-03-04,175.059998,175.389999,170.479996,171.779999,163.634659,10500
2021-03-05,173.649994,174.970001,170.369995,174.970001,166.673416,18500
2021-03-08,175.830002,176.919998,174.729996,174.729996,166.444763,3200
2021-03-09,175.720001,178.470001,175.720001,176.660004,168.283279,4900
2021-03-10,177.550003,178.75,177.550003,177.850006,169.416824,3900
2021-03-11,179.350006,179.809998,178.639999,179.570007,171.055283,3700
2021-03-12,179.080002,180.589996,179.080002,180.589996,172.026901,1700
2021-03-15,181.089996,181.089996,179.830002,180.979996,172.398407,6600
2021-03-16,180.589996,181.229996,179.619995,180.190002,171.645905,31900
2021-03-17,180.119995,181.509995,179.119995,181.220001,172.627029,49100
2021-03-18,179.679993,181.360001,178.770004,178.770004,170.293198,3000
2021-03-19,178.720001,179.619995,178.589996,179.520004,171.007645,6200
2021-03-22,179.229996,179.949997,179.080002,179.899994,171.369629,5000
2021-03-23,179.080002,179.080002,176.100006,176.190002,167.835556,2900
2021-03-24,177.259995,177.259995,174.649994,174.649994,166.368561,3600
2021-03-25,172.830002,174.820007,172.770004,174.479996,166.813141,3000
2021-03-26,174.639999,176.440002,174.639999,176.440002,168.687012,3200
2021-03-29,175.470001,177.199997,175.470001,176.399994,168.648758,6000
2021-03-30,176.25,176.690002,175.910004,176.070007,168.333252,14100
2021-03-31,176.940002,178.149994,176.839996,177.649994,169.843842,2700
2021-04-01,177.789993,177.789993,176.800003,176.800003,169.031174,4700
2021-04-05,177.289993,177.669998,176.559998,176.880005,169.107666,5600
2021-04-06,176.429993,177.389999,175.509995,175.520004,167.807449,5700
2021-04-07,175.220001,175.679993,175.029999,175.029999,167.338989,1200
2021-04-08,174.860001,175.649994,174.860001,174.940002,167.252914,8500
2021-04-09,174.679993,175.580002,174.289993,175.580002,167.864777,4200
2021-04-12,175.070007,175.389999,174.25,175.229996,167.530182,6100
2021-04-13,173.630005,175.270004,173.580002,175.039993,167.348511,8000
2021-04-14,174.589996,176.869995,174.589996,176.110001,168.371506,6500
2021-04-15,177.410004,178.770004,177.410004,177.800003,169.987244,4700
2021-04-16,178.059998,179.279999,178.059998,179.050003,171.182358,3200
2021-04-19,179.610001,179.979996,178.339996,178.690002,170.83815,4800
2021-04-20,178.350006,180.229996,178.350006,180.179993,172.262665,5300
2021-04-21,181.0,182.199997,181.0,182.199997,174.193924,5400
2021-04-22,181.910004,182.869995,180.539993,180.759995,172.817184,2600
2021-04-23,181.100006,181.270004,180.479996,181.080002,173.123108,3100
2021-04-26,181.059998,181.529999,181.059998,181.380005,173.409927,4500
2021-04-27,180.559998,180.830002,180.449997,180.449997,172.520798,2500
2021-04-28,180.529999,180.770004,180.509995,180.639999,172.702438,2100
2021-04-29,180.110001,180.110001,178.639999,179.960007,172.052353,3400
2021-04-30,179.130005,180.050003,179.089996,179.139999,171.268372,8600
2021-05-03,180.389999,181.490005,180.389999,181.380005,173.409927,11700
2021-05-04,180.589996,180.589996,178.960007,179.419998,171.536057,2400
2021-05-05,179.449997,180.899994,179.25,180.199997,172.281784,4500
2021-05-06,178.479996,180.080002,177.490005,180.080002,172.167068,13200
2021-05-07,180.229996,181.910004,180.229996,181.100006,173.142258,2900
2021-05-10,181.820007,182.910004,181.360001,181.360001,173.390839,4600
2021-05-11,180.380005,181.889999,180.380005,180.699997,172.759811,4000
2021-05-12,181.199997,182.380005,180.979996,180.979996,173.027527,5500
